rev_id	original	corrected	errorCode	idx	teifile	Main_category	Subcategory
4-73	, þær voru byggðar hjá ánni	. Þær bjuggu við ána	comma4period	73-1	texti057-2005.xml	orthography	punctuation
4-73	, þær voru byggðar hjá ánni	. Þær bjuggu við ána	wording	73-2	texti057-2005.xml	style	wording
4-74	NA	voru	dep	73-2	texti057-2005.xml	other	miscellaneous
4-75	með	eftir	wrong-prep	NA	texti057-2005.xml	grammar	prep
4-76	Níl , landið	hennar . Landið	noun4pro	76-1	texti057-2005.xml	coherence	pro
4-76	Níl , landið	hennar . Landið	comma4period	76-2	texti057-2005.xml	orthography	punctuation
4-77	var byggt	lá	wording	NA	texti057-2005.xml	style	wording
4-78	straum Níl	hluta Nílar	wording	78-1	texti057-2005.xml	style	wording
4-78	straum Níl	hluta Nílar	nominal-inflection	78-2	texti057-2005.xml	grammar	inflection
4-78	straum Níl	hluta Nílar	gen-escape	78-2	texti057-2005.xml	grammar	inflection
4-79	Efri Egyptaland	Efra-Egyptaland	agreement-concord	79-1	texti057-2005.xml	grammar	agreement
4-79	Efri Egyptaland	Efra-Egyptaland	missing-hyphen	79-1	texti057-2005.xml	orthography	spacing
4-80	landið	það	noun4pro	NA	texti057-2005.xml	coherence	pro
4-81	var byggt hjá neðri straum Níl	lá neðar	wording	NA	texti057-2005.xml	style	wording
4-81b	Neðra Egyptaland	Neðra-Egyptaland	missing-hyphen	NA	texti057-2005.xml	orthography	spacing
4-82	Egyptaland sem eina heild	Forn-Egyptaland	wording	NA	texti057-2005.xml	style	wording
4-83	Egyptalands	þess	noun4pro	NA	texti057-2005.xml	coherence	pro
4-84	mikil	umfangsmikil	wording	NA	texti057-2005.xml	style	wording
4-85	það	henni	wording	85-1	texti057-2005.xml	style	wording
4-85	það	henni	agreement-pro	85-1	texti057-2005.xml	grammar	agreement
4-86	þeim	NA	dep	85-1	texti057-2005.xml	other	miscellaneous
4-87	Eldra-,Mið-ogNýja	eldra , mið-ognýja	upper4lower-common	87-1	texti057-2005.xml	orthography	capitalization
4-87	Eldra-,Mið-ogNýja	eldra , mið-ognýja	extra-hyphen	87-1	texti057-2005.xml	orthography	punctuation
4-87	Eldra-,Mið-ogNýja	eldra , mið-ognýja	upper4lower-common	87-2	texti057-2005.xml	orthography	capitalization
4-87	Eldra-,Mið-ogNýja	eldra , mið-ognýja	upper4lower-common	87-3	texti057-2005.xml	orthography	capitalization
4-87b	Á milli	Milli þeirra	extra-prep	87b-1	texti057-2005.xml	grammar	prep
4-87b	Á milli	Milli þeirra	missing-word	87b-2	texti057-2005.xml	vocabulary	omission
4-88	tímabil	hnignunartímabil	wording	NA	texti057-2005.xml	style	wording
4-89	voru erfið fyrir Egypta , þau voru	eru	extra-fin-verb	89-1	texti057-2005.xml	grammar	syntax
4-89	voru erfið fyrir Egypta , þau voru	eru	extra-word	89-2	texti057-2005.xml	vocabulary	insertion
4-89	voru erfið fyrir Egypta , þau voru	eru	extra-prep	89-3	texti057-2005.xml	grammar	prep
4-89	voru erfið fyrir Egypta , þau voru	eru	extra-word	89-4	texti057-2005.xml	vocabulary	insertion
4-89	voru erfið fyrir Egypta , þau voru	eru	extra-comma	89-5	texti057-2005.xml	orthography	punctuation
4-89	voru erfið fyrir Egypta , þau voru	eru	extra-sub	89-6	texti057-2005.xml	grammar	syntax
4-89	voru erfið fyrir Egypta , þau voru	eru	past4pres	89-7	texti057-2005.xml	grammar	tense
4-90	Fyrsta-ogAnnað	fyrsta og annað	upper4lower-common	90-1	texti057-2005.xml	orthography	capitalization
4-90	Fyrsta-ogAnnað	fyrsta og annað	extra-hyphen	90-1	texti057-2005.xml	orthography	punctuation
4-90	Fyrsta-ogAnnað	fyrsta og annað	upper4lower-common	90-2	texti057-2005.xml	orthography	capitalization
4-91	Forn Egyptaland	Forn-Egyptaland	missing-hyphen	NA	texti057-2005.xml	orthography	spacing
4-92	stjórnað af kónga og drottningaveldi	kónga-ogdrottningaveldi	extra-word	92-1	texti057-2005.xml	vocabulary	insertion
4-92	stjórnað af kónga og drottningaveldi	kónga-ogdrottningaveldi	extra-prep	92-2	texti057-2005.xml	grammar	prep
4-92	stjórnað af kónga og drottningaveldi	kónga-ogdrottningaveldi	missing-hyphen	92-3	texti057-2005.xml	orthography	spacing
4-93	egyptalandi	NA	lower4upper-proper	93-1	texti057-2005.xml	orthography	capitalization
4-93	egyptalandi	NA	extra-word	93-1	texti057-2005.xml	vocabulary	insertion
4-93b	“ Pharaoh ”	kallaðir faraóar	missing-word	93b-1	texti057-2005.xml	vocabulary	omission
4-93b	“ Pharaoh ”	kallaðir faraóar	extra-quots	93b-2	texti057-2005.xml	orthography	punctuation
4-93b	“ Pharaoh ”	kallaðir faraóar	fw4ice	93b-3	texti057-2005.xml	style	style
4-94	Forn Egyptalands pharaoh í dag	Forn-Egyptalands faraóa	missing-hyphen	94-1	texti057-2005.xml	orthography	spacing
4-94	Forn Egyptalands pharaoh í dag	Forn-Egyptalands faraóa	fw4ice	94-2	texti057-2005.xml	style	style
4-94	Forn Egyptalands pharaoh í dag	Forn-Egyptalands faraóa	wording	94-3	texti057-2005.xml	style	wording
4-95	NA	nú á dögum	dep	94-3	texti057-2005.xml	other	miscellaneous
4-96	Egyptar	Forn-Egyptar þá	missing-word	96-1	texti057-2005.xml	vocabulary	omission
4-96	Egyptar	Forn-Egyptar þá	noun4pro	96-2	texti057-2005.xml	coherence	pro
4-97	kónga sína pharaoh	svo	dep	96-2	texti057-2005.xml	other	miscellaneous
4-97	kónga sína pharaoh	svo	wording	NA	texti057-2005.xml	style	wording
4-98	pharaoh	„ faraó “	missing-quots	98-1	texti057-2005.xml	orthography	punctuation
4-98	pharaoh	„ faraó “	fw4ice	98-2	texti057-2005.xml	style	style
4-99	frá	úr	wrong-prep	NA	texti057-2005.xml	grammar	prep
4-100	og kölluðu forn Grikkir	þar sem Forn-Grikkir notuðu það um	conjunction	100-1	texti057-2005.xml	grammar	conjunction
4-100	og kölluðu forn Grikkir	þar sem Forn-Grikkir notuðu það um	wording	100-2	texti057-2005.xml	style	wording
4-100	og kölluðu forn Grikkir	þar sem Forn-Grikkir notuðu það um	lower4upper-proper	100-3	texti057-2005.xml	orthography	capitalization
4-100	og kölluðu forn Grikkir	þar sem Forn-Grikkir notuðu það um	missing-hyphen	100-3	texti057-2005.xml	orthography	spacing
4-101	Egypta pharaoh	Forn-Egypta	missing-word	NA	texti057-2005.xml	vocabulary	omission
4-101	Egypta pharaoh	Forn-Egypta	dep	100-2	texti057-2005.xml	other	miscellaneous
4-102	nútímamaðurinn	NA	wording	102-1	texti057-2005.xml	style	wording
4-103	NA	nútímamaðurinn	dep	102-1	texti057-2005.xml	other	miscellaneous
4-104	kalla þá	nota	wording	104-1	texti057-2005.xml	style	wording
4-105	nafni sínu	orðið	dep	104-1	texti057-2005.xml	other	miscellaneous
4-106	Efra-ogNeðra	Efra- og Neðra-Egyptaland	missing-hyphen	106-1	texti057-2005.xml	orthography	spacing
4-106	Efra-ogNeðra	Efra- og Neðra-Egyptaland	missing-word	106-2	texti057-2005.xml	vocabulary	omission
4-107	pharaohinn	faraóinn	fw4ice	NA	texti057-2005.xml	style	style
4-108	, hann	. Hann	comma4period	NA	texti057-2005.xml	orthography	punctuation
4-109	á Neðra-Egyptaland	gegn Neðra-Egyptalandi	wrong-prep	NA	texti057-2005.xml	grammar	prep
4-110	Egyptaland í eina heild	Forn-Egyptaland	missing-word	110-1	texti057-2005.xml	vocabulary	omission
4-110	Egyptaland í eina heild	Forn-Egyptaland	extra-prep	110-2	texti057-2005.xml	grammar	prep
4-110	Egyptaland í eina heild	Forn-Egyptaland	extra-words	110-3	texti057-2005.xml	vocabulary	insertion
4-111	hjálpaði gróska Egyptalands	jók grósku þess	wording	111-1	texti057-2005.xml	style	wording
4-111	hjálpaði gróska Egyptalands	jók grósku þess	nominal-inflection	111-2	texti057-2005.xml	grammar	inflection
4-111	hjálpaði gróska Egyptalands	jók grósku þess	case-verb	111-2	texti057-2005.xml	grammar	case
4-111	hjálpaði gróska Egyptalands	jók grósku þess	noun4pro	111-3	texti057-2005.xml	coherence	pro
4-113	Egyptalands	Forn-Egyptalands	missing-word	NA	texti057-2005.xml	vocabulary	omission
4-114	í dag	NA	wording	114-1	texti057-2005.xml	style	wording
4-115	NA	nú á dögum	dep	114-1	texti057-2005.xml	other	miscellaneous
4-116	þeir	á sínum tíma	wording	116-1	texti057-2005.xml	style	wording
4-117	í fortíð	þeir	dep	116-1	texti057-2005.xml	other	miscellaneous
4-118	fjölbreytta	fjölbreyttra	agreement-concord	NA	texti057-2005.xml	grammar	agreement
4-119	konunglega	konunglegum	agreement-concord	NA	texti057-2005.xml	grammar	agreement
4-122	Egyptalands	Forn-Egyptalands	missing-word	NA	texti057-2005.xml	vocabulary	omission
4-123	, orðið	. Orðið	comma4period	NA	texti057-2005.xml	orthography	punctuation
4-124	frá	í	wrong-prep	NA	texti057-2005.xml	grammar	prep
4-125	frá	leitt af	missing-word	125-1	texti057-2005.xml	vocabulary	omission
4-125	frá	leitt af	wrong-prep	125-2	texti057-2005.xml	grammar	prep
4-126	„ per-aa “	per-aa	extra-quots	126-1	texti057-2005.xml	orthography	punctuation
4-126	„ per-aa “	per-aa	nonit4it	126-2	texti057-2005.xml	style	style
4-127	Stóra	stóra	upper4lower-common	NA	texti057-2005.xml	orthography	capitalization
4-128	Þegar	Nýkrýndir	wording	128-1	texti057-2005.xml	style	wording
4-129	voru nýkomnir til valda	NA	dep	128-1	texti057-2005.xml	other	miscellaneous
4-130	margir faraóar	oft	dep	128-1	texti057-2005.xml	other	miscellaneous
4-131	þegar	, t.d. ef	missing-comma	131-1	texti057-2005.xml	orthography	punctuation
4-131	þegar	, t.d. ef	missing-word	131-2	texti057-2005.xml	vocabulary	omission
4-131	þegar	, t.d. ef	conjunction	131-3	texti057-2005.xml	grammar	conjunction
4-132	þegar	ef	conjunction	NA	texti057-2005.xml	grammar	conjunction
4-133	land	umráðasvæði	wording	NA	texti057-2005.xml	style	wording
4-134	en stærsta	. Algengasta	conjunction4period	134-1	texti057-2005.xml	orthography	punctuation
4-134	en stærsta	. Algengasta	wording	134-2	texti057-2005.xml	style	wording
4-134b	ástæða þeirra	ástæðan	ind4def	134b-1	texti057-2005.xml	grammar	definitiveness
4-134b	ástæða þeirra	ástæðan	extra-word	134b-2	texti057-2005.xml	vocabulary	insertion
4-135	til þess að	þó sú að þeir vildu	missing-words	135-1	texti057-2005.xml	vocabulary	omission
4-135	til þess að	þó sú að þeir vildu	conjunction	135-2	texti057-2005.xml	grammar	conjunction
4-135	til þess að	þó sú að þeir vildu	missing-sub	135-3	texti057-2005.xml	grammar	syntax
4-135	til þess að	þó sú að þeir vildu	missing-fin-verb	135-4	texti057-2005.xml	grammar	syntax
4-136	fólki sínu	þegnum sínum	wording	NA	texti057-2005.xml	style	wording
4-137	sigraði bardaga sinn	vann stríðið	wording	137-1	texti057-2005.xml	style	wording
4-137	sigraði bardaga sinn	vann stríðið	wording	137-2	texti057-2005.xml	style	wording
4-137	sigraði bardaga sinn	vann stríðið	ind4def	137-2	texti057-2005.xml	grammar	definitiveness
4-137	sigraði bardaga sinn	vann stríðið	extra-word	137-3	texti057-2005.xml	vocabulary	insertion
4-138	egypska	fornegypska	wording	NA	texti057-2005.xml	style	wording
4-139	bestu	besta	dep	140-1	texti057-2005.xml	other	miscellaneous
4-140	verðmætustu varningana	verðmætasta varning	plural4singular	NA	texti057-2005.xml	vocabulary	semantic
4-140b	frá landi sínu	lands síns	wording	NA	texti057-2005.xml	style	wording
4-141	egypsku	fornegypsku	wording	NA	texti057-2005.xml	style	wording
4-142	miklilvæg	mikilvæg	extra-letter	142-1	texti057-2005.xml	orthography	typo
4-142	miklilvæg	mikilvæg	nonword	142-1	texti057-2005.xml	orthography	nonword
4-143	faraóins	faraósins	missing-letter	143-1	texti057-2005.xml	orthography	typo
4-143	faraóins	faraósins	nonword	143-1	texti057-2005.xml	orthography	nonword
4-144	varði	var	context	NA	texti057-2005.xml	vocabulary	lexical
4-145	í hlutverki sem	NA	extra-prep	145-1	texti057-2005.xml	grammar	prep
4-145	í hlutverki sem	NA	extra-word	145-2	texti057-2005.xml	vocabulary	insertion
4-145	í hlutverki sem	NA	extra-conjunction	145-3	texti057-2005.xml	orthography	punctuation
4-145b	stjórnandi	NA	extra-word	NA	texti057-2005.xml	vocabulary	insertion
4-146	átti allt landið í Egyptalandi	réð yfir öllu Forn-Egyptalandi	wording	NA	texti057-2005.xml	style	wording
4-147	Egyptaland	landið	wording	NA	texti057-2005.xml	style	wording
4-148	hersins	NA	extra-word	NA	texti057-2005.xml	vocabulary	insertion
4-149	NA	séð	missing-word	NA	texti057-2005.xml	vocabulary	omission
4-150	valdi staði nýrra musteris Pýramída ( )	ákvað hvar staðsetja skyldi ný musteri pýramída	wording	150-1	texti057-2005.xml	style	wording
4-150	valdi staði nýrra musteris Pýramída ( )	ákvað hvar staðsetja skyldi ný musteri pýramída	upper4lower-common	150-2	texti057-2005.xml	orthography	capitalization
4-150	valdi staði nýrra musteris Pýramída ( )	ákvað hvar staðsetja skyldi ný musteri pýramída	extra-brackets	150-3	texti057-2005.xml	orthography	punctuation
4-153	Maat	Ma‘at	nonit4it	153-1	texti057-2005.xml	style	style
4-153	Maat	Ma‘at	missing-symbol	153-2	texti057-2005.xml	orthography	punctuation
4-154	alheimslegum	alheimslegri	agreement-concord	NA	texti057-2005.xml	grammar	agreement
4-155	þessu	því	dem-pro	NA	texti057-2005.xml	coherence	pro
4-156	krefði	krafði ,	sub4ind	156-1	texti057-2005.xml	grammar	mood
4-156	krefði	krafði ,	missing-comma	156-2	texti057-2005.xml	orthography	punctuation
4-157	þegar talið var að þetta myndi stuðla að Maat	NA	extra-words	NA	texti057-2005.xml	vocabulary	insertion
4-158	feril Faraóa	ferli faraóanna	nominal-inflection	158-1	texti057-2005.xml	grammar	inflection
4-158	feril Faraóa	ferli faraóanna	upper4lower-common	158-2	texti057-2005.xml	orthography	capitalization
4-158	feril Faraóa	ferli faraóanna	ind4def	158-2	texti057-2005.xml	grammar	definitiveness
4-159	sem sagt dánir	þ.e. þegar þeir voru látnir	wording	159-1	texti057-2005.xml	style	wording
4-159	sem sagt dánir	þ.e. þegar þeir voru látnir	missing-conjunction	159-2	texti057-2005.xml	orthography	punctuation
4-159	sem sagt dánir	þ.e. þegar þeir voru látnir	missing-sub	159-3	texti057-2005.xml	grammar	syntax
4-159	sem sagt dánir	þ.e. þegar þeir voru látnir	missing-fin-verb	159-4	texti057-2005.xml	grammar	syntax
4-159	sem sagt dánir	þ.e. þegar þeir voru látnir	wording	159-5	texti057-2005.xml	style	wording
4-160	Faraóar Egyptalands	þeir	noun4pro	NA	texti057-2005.xml	coherence	pro
4-161	pýramída	pýramídum	singular4plural	NA	texti057-2005.xml	vocabulary	semantic
4-162	sem innihéldu mikið af	með mörgum	wording	NA	texti057-2005.xml	style	wording
4-162b	Gildrurnar	Þær	noun4pro	NA	texti057-2005.xml	coherence	pro
4-163	gagnvart	gegn	wrong-prep	NA	texti057-2005.xml	grammar	prep
4-164	grafaræningjum	grafarræningjum	compound-collocation	NA	texti057-2005.xml	orthography	nonword
4-165	innihöldum grafra	djásnum úr grafhýsum	wording	165-1	texti057-2005.xml	style	wording
4-165	innihöldum grafra	djásnum úr grafhýsum	missing-prep	165-2	texti057-2005.xml	grammar	prep
4-165	innihöldum grafra	djásnum úr grafhýsum	nonword	165-3	texti057-2005.xml	orthography	nonword
4-166	Innihald grafa faraóa voru lífs nauðsynjar	Í gröfum faraóa voru lífsnauðsynjar	wording	166-1	texti057-2005.xml	style	wording
4-166	Innihald grafa faraóa voru lífs nauðsynjar	Í gröfum faraóa voru lífsnauðsynjar	nonit4it	166-2	texti057-2005.xml	style	style
4-166	Innihald grafa faraóa voru lífs nauðsynjar	Í gröfum faraóa voru lífsnauðsynjar	split-compound	166-3	texti057-2005.xml	orthography	spacing
4-166b	myndu	áttu að	wording	NA	texti057-2005.xml	style	wording
4-167	eftirlífinu	framhaldslífinu	wording	NA	texti057-2005.xml	style	wording
4-168	Þeir	Forn-Egyptar	pro4noun	NA	texti057-2005.xml	coherence	pro
4-169	fjársjóð til	NA	wording	169-1	texti057-2005.xml	style	wording
4-170	grafinn	grafnir	dep	169-1	texti057-2005.xml	other	miscellaneous
4-171	þeim	fjársjóðum	dep	169-1	texti057-2005.xml	other	miscellaneous
4-172	hjálpa þeim	komast	wording	172-1	texti057-2005.xml	style	wording
4-173	framhaldslífinu	framhaldslífið	dep	172-1	texti057-2005.xml	other	miscellaneous
4-174	mikið af	aðgang að mörgum	missing-word	174-1	texti057-2005.xml	vocabulary	omission
4-174	mikið af	aðgang að mörgum	wording	174-2	texti057-2005.xml	style	wording
4-175	til að komast að því	NA	extra-words	NA	texti057-2005.xml	vocabulary	insertion
4-176	fornu Egyptar	Forn-Egyptar	lower4upper-proper	176-1	texti057-2005.xml	orthography	capitalization
4-176	fornu Egyptar	Forn-Egyptar	agreement-concord	176-1	texti057-2005.xml	grammar	agreement
4-176	fornu Egyptar	Forn-Egyptar	missing-hyphen	176-1	texti057-2005.xml	orthography	spacing
4-177	byggingarlist	húsagerð	wording	NA	texti057-2005.xml	style	wording
4-178	. Knúin	, knúnar	period4comma	178-1	texti057-2005.xml	orthography	punctuation
4-178	. Knúin	, knúnar	adjective-inflection	178-2	texti057-2005.xml	grammar	inflection
4-179	af	NA	extra-prep	NA	texti057-2005.xml	grammar	prep
4-179b	fjölgandi íbúum	fólksfjölgun	wording	NA	texti057-2005.xml	style	wording
4-180	, allt	. Allt	comma4period	NA	texti057-2005.xml	orthography	punctuation
4-182	stýringu	miðstýringu	wording	NA	texti057-2005.xml	style	wording
4-183	afrek	undur	wording	NA	texti057-2005.xml	style	wording
4-184	Sfínxinn	sfinxinn	upper4lower-common	184-1	texti057-2005.xml	orthography	capitalization
4-184	Sfínxinn	sfinxinn	extra-accent	184-1	texti057-2005.xml	orthography	typo
4-184	Sfínxinn	sfinxinn	nonit4it	184-1	texti057-2005.xml	style	style
4-185	byggðir	byggð	agreement-pred	NA	texti057-2005.xml	grammar	agreement
4-185b	í gamla ríkinu	á tímum gamla ríkisins	wording	NA	texti057-2005.xml	style	wording
4-186	NA	í sögunni	missing-prep	186-1	texti057-2005.xml	grammar	prep
4-186	NA	í sögunni	missing-word	186-2	texti057-2005.xml	vocabulary	omission
4-187	safnaði ríki skatta	skattlagði ríki þegna sína	nominal-inflection	187-1	texti057-2005.xml	grammar	inflection
4-187	safnaði ríki skatta	skattlagði ríki þegna sína	case-verb	187-1	texti057-2005.xml	grammar	case
4-187	safnaði ríki skatta	skattlagði ríki þegna sína	wording	187-2	texti057-2005.xml	style	wording
4-188	NA	fornegypska	missing-word	NA	texti057-2005.xml	vocabulary	omission
4-189	mikið	mjög öflugt	wording	NA	texti057-2005.xml	style	wording
4-190	, réttarkerfi	. Réttarkerfi	comma4period	NA	texti057-2005.xml	orthography	punctuation
4-191	búið til	komið á fót	wording	NA	texti057-2005.xml	style	wording
4-192	náði	gerði Forn-Egyptum kleift	wording	NA	texti057-2005.xml	style	wording
4-193	frið	uppi friði	missing-word	193-1	texti057-2005.xml	vocabulary	omission
4-193	frið	uppi friði	nominal-inflection	193-2	texti057-2005.xml	grammar	inflection
4-193	frið	uppi friði	case-verb	193-2	texti057-2005.xml	grammar	case
4-194	þessari aukinni stýringu	sterkari stjórnarháttum	extra-dem-pro	194-1	texti057-2005.xml	grammar	definitiveness
4-194	þessari aukinni stýringu	sterkari stjórnarháttum	wording	194-2	texti057-2005.xml	style	wording
4-195	Egyptalandi	Forn-Egyptalandi	missing-word	NA	texti057-2005.xml	vocabulary	omission
4-195b	fengu	fékk	agreement	NA	texti057-2005.xml	grammar	agreement
